question,answer
"QUESTION: <p>Kind of late, but do we need to have pascal&#39;s identity memorized for the exam?</p>
","ANSWER: It wouldn’t hurt to memorize it
"
"QUESTION: <p>Is the statement asking if it&#39;s at most two, or is the !!11!1!! apart of the claim? I&#39;m just confused because I know this is a possible way of denoting derangements. </p>
","ANSWER: <p>!!11!1!! is not part of the problem. it was just the problem-writer being silly.</p>
"
"QUESTION: <p>Does the question at any point imply that you can reach any mountain top in A from any other mountain top in A? For instance why can&#39;t this graph exist:</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcs0ujzdfme54y%2F34f32e57321e60324a0e61b71888b3c0399a346ec2e5340d664a9385df37f9ee%2Fimage.png"" alt=""image.png"" width=""142"" height=""138"" /> </p>
","ANSWER: <p>Because the question indicates that &#34;<strong>no matter how</strong> Ishaan creates A and B, there will always be at least one bridge that connects a mountain top in A to a mountain top in B&#34;.</p>
<p></p>
<p>In your example, Ishaan could have chosen the &#34;top two&#34; mountains in the left oval as A, and the remaining four for B, and there would be no such bridge.</p>
"
"QUESTION: 
","ANSWER: <p>yuh</p>
"
"QUESTION: <p>Can we cite the Maximal path strategy from recitation or would we need to cite Well-Ordering Principle to use that strategy?</p>
","ANSWER: You don’t need to cite anything if you are using maximal path, as it is simply a graph property. You should only cite if you are making a nontrivial conclusion that we have proved elsewhere, and for that, you do not need to cite WOP
"
"QUESTION: <p>Do I need to add more proof to question one before saying it is a tree?</p>
","ANSWER: A graph that is connected and acyclic is a tree, so if you show that a graph has those two properties, then you can immediately conclude that it is a tree without additional proof
"
"QUESTION: <p>Are sample space and probabiliy space the same thing?</p>
","ANSWER: <p>A probability space is an ordered pair $$(\Omega, \Pr)$$ where $$\Omega$$ is the sample space. So they are different!</p>
"
"QUESTION: <p>Where can I find the questions for Homework 9? They are not available in Canvas.</p>
","ANSWER: Canvas &gt; Assignments &gt; Homework 9
"
"QUESTION: <p>I have been quite busy this week and have not gotten a chance to start HW9; just to confirm, if I do not submit anything, will the homework count as one of my dropped two?</p>
","ANSWER: Yeah
"
"QUESTION: <p>Do we need to prove that all adjacent neighbors to the starting point of the maximal path must be in the maximal path?</p>
","ANSWER: <p>yeah</p>
"
"QUESTION: <p>Are we assuming that all mountain tops in A/B are connected to all the other mountain tops in the same category?</p>
","ANSWER: <p>@1282</p>
"
"QUESTION: <p>can we just say a graph is minimally connected if |E| = |V| - 1, since a graph of n vertices needs at least n-1 edges to be connected? </p>
","ANSWER: <p>You can say that a <strong>connected</strong> graph with $$|E| = |V| - 1$$ is minimally connected.</p>
"
"QUESTION: <p>Can we just use the fact that if we remove an edge from a tree then it becomes disconnected?</p>
","ANSWER: <p>sure, this follows from trees being &#34;minimally connected&#34;.</p>
"
"QUESTION: <p>Can we assume that l is even because we are proving l/2 - 1 is the number of feisty wizards and we need a whole number of feisty wizards?</p>
","ANSWER: <p>@1285</p>
"
"QUESTION: <p>Do we have to prove that deleting the leaves from a tree still results in a tree?</p>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p>Do we have to prove/explain that two cycles that share some edges also form a larger cycle that consists of all of the edges except for the shared one(s)?</p>
","ANSWER: <p>some sort of explanation behind this would be nice</p>
"
"QUESTION: <p>Is there any expression that indicates the length of an edge or path or walk? e.g. if a path between $$a,b$$ is 3 edges, maybe an expression can be $$|a-...-b|=3$$?</p>
","ANSWER: <p>Usually we just say &#34;the length of the path $$a \rightsquigarrow b$$ is 3&#34;</p>
"
"QUESTION: Should we prove that a connected graph with N vertices and N-1 edges must be a tree, and if we do so in one question is it fine to cite it in a different question?
","ANSWER: We showed this in recitation, so you don’t have to prove it
"
"QUESTION: 
","ANSWER: <p>a one sentence justification would suffice</p>
"
"QUESTION: <p>The question in the video is:</p>
<p></p>
<div>How many cycles of length 4 are there in $$~K_4$$?</div>
<div>
<div></div>
</div>
<p>How is the correct answer of 15 obtained?</p>
","ANSWER: <p>Let $$K_5 = (V, E)$$ where $$V = \{v_1, v_2, v_3, v_4, v_5\}$$ and $$(v_i, v_j) \in E \quad \forall i, j$$.</p>
<p></p>
<p>Step 1: Choose 4 vertices. This can be done in $$\binom{5}{4}$$ ways.</p>
<p></p>
<p>Suppose, WLOG, the vertices we chose were $$v_1, v_2, v_3, v_4$$. </p>
<p></p>
<p>Step 2: Create a cycle out of them. We can do this in three ways:</p>
<p>1. $$v_1 - v_2 - v_3 - v_4$$</p>
<p>2. $$v_1 - v_3 - v_2 - v_4$$</p>
<p>3. $$v_1 - v_3 - v_4 - v_2 $$.</p>
<p></p>
<p>By MR, we have: $$\binom{5}{4} \cdot 3 = 15$$</p>
"
"QUESTION: <p>title</p>
","ANSWER: <p>you should</p>
"
"QUESTION: <p>Can we use without proof the fact that the number of edges in a connected graph must be greater than or equal to number of vertices - 1?</p>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p>Can we use without proof that removal of an edge cannot create a cycle?</p>
","ANSWER: A brief justification would be nice
"
"QUESTION: <p>since y &gt;= 1, if y = 1 then are we supposed to show that D is divisible by 0? what would that mean?</p>
","ANSWER: <p>@1339</p>
"
"QUESTION: <p>do we need to prove this or can we just state it?</p>
<p></p>
<p>a spanning tree of a graph with v vertices has $v-1$ edges because it is minimally connected.</p>
","ANSWER: <p>you can just state it</p>
"
"QUESTION: <p>Do we have to prove that there are <strong>only </strong>two pairs that do not have a partnership with each other or just prove the existence of two pairs i.e. 2 or more.</p>
","ANSWER: <p>existence</p>
"
"QUESTION: <p>If y = 1 we would be dividing 0. Should we assume y&gt;1 instead of y &gt;=1?</p>
","ANSWER: <p>the question is correct as written.</p>
"
"QUESTION: <p>I was wondering if the &#34;longest path&#34; in 2b referred to the maximal or maximum path. I was thinking the latter based on the choice of word &#34;longest&#34; but just wanted to make sure I wasn&#39;t misinterpreting this.</p>
","ANSWER: “Longest” means “maximum length”
"
"QUESTION: <md>Do we have to prove that if $$\chi(G) = n$$, that all subgraphs $$C$$ have $$\chi(C) \le n$$?</md>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p>Are we allowed to use both constructive and non-constructive proof for existence?</p>
<p></p>
<p><strong>Existence proofs:</strong> To prove a statement of the form ∃x ∈ S,P(x), we give either a constructive or a non-contructive proof. In a constructive proof, one proves the statement by exhibiting a specific x ∈ S such that P(x) is true. In a non-constructive proof, one proves the statement using an indirect proof such as a proof by contradiction. Thus, one might prove that the negation ∀x ∈ S,∼ P(x) is false by deriving a contradiction.</p>
","ANSWER: Yes -Ishaan
"
"QUESTION: <p>There is homework 10 this week and I assume number 11 next week, but will there also be another one due right before reading week?</p>
","ANSWER: Nope
"
"QUESTION: <p>Can we assume that a graph which is 3-colorable has at least one odd cycle</p>
","ANSWER: <p>this is something we&#39;d like you to think about</p>
"
"QUESTION: Do we have to explain that if a graph is cyclic, there must be at least one edge that is in the graph but not in an arbitrary spanning tree of it?
","ANSWER: A brief justification would be nice
"
"QUESTION: <p>Is it normal that my regrade request for hw8 hasn&#39;t been processed yet? I submitted it on time. </p>
","ANSWER: <p>Yes, you should hopefully get your response by Friday</p>
"
"QUESTION: <p>Question 3 asks us to &#34;prove that there exists 2 distinct pairs of bunnies that do not have a partnership with each other&#34;. </p>
<p>Is it valid to prove that there exists <strong>at least</strong> 2 distinct pairs of bunnies (2 or more) without a partnership or do we have to prove that there are <strong>exactly</strong> 2 pairs? </p>
","ANSWER: <p>You just need to show that 2 pairs always exist. Therefore, depending on the situation, there may be more than 2 pairs, but you just need to show that 2 pairs always exist</p>
"
"QUESTION: <p>do we need to prove that a spanning tree of a graph with v vertices has $v-1$ edges because it is minimally connected?</p>
","ANSWER: Nah
"
"QUESTION: <p>Do all the colors have to be used?</p>
","ANSWER: <p>If it says that Sydney cannot paint it with 5 colors, then it also implies that it cannot be painted with less than 5 colors (think about why!)</p>
"
"QUESTION: <p>It was mentioned in my recitation that any cycle graph of odd length is 3-colorable. Is this something I can use in homework without justification?</p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>Do we need to prove that removing any singular edge in a cycle does not increase the number of connected components</p>
","ANSWER: A brief justification would be nice
"
"QUESTION: <p>we know the theorem ( S is a clique of G iff S is an independent set of ~G).<br />Can this go the other way around by switching G? (S is a clique of ~G iff S is an independent set of G) ? Do we have to prove that or can we just use it?</p>
","ANSWER: <p>you can go the other way. This is because in the theorem, $$G$$ is just an arbitrary graph. We can rewrite the theorem in an equivalent way as: &#34;$$S$$ is a clique of a graph iff $$S$$ is an independent set of the complement of the graph&#34;.</p>
<p></p>
<p>In this way, we see the arbitrary-ness of the graph!</p>
"
"QUESTION: <p>can we just state this or do we need to prove it? If the minimum number of colors needed to color G is $\chi(G)$, there must be some vertex in $G$ in a with at least $\chi(G) - 1$ neighbors. </p>
","ANSWER: You should prove it
"
"QUESTION: <p>We know that if a graph is a complete graph with n nodes, then it has a chromatic number of n,</p>
<p>do we need to prove that if a graph has n nodes and has a chromatic number of n, it is a complete graph</p>
","ANSWER: A short explanation would be nice
"
"QUESTION: <p>Left with Professor Venkatesh in class podium, found 4/11.</p>
","ANSWER: resolved? i hope
"
"QUESTION: 
","ANSWER: A one sentence justification would be nice. (Or you can cite our recitation solution which proves this)
"
"QUESTION: <p>Does distinct pairs mean that there cannot be any shared points (so the pair u, u&#39; and v, u&#39; is not allowed)? If so, how should we handle the n=3 case?</p>
","ANSWER: <p>does @1331 help?</p>
"
"QUESTION: <p>Do we need to prove that the sum of an odd number of odd numbers is odd</p>
<p>and that the sum of an even number of odd numbers is even</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p>title</p>
","ANSWER: <p>any fully correct, logically sound proof will receive credit.</p>
"
"QUESTION: <p>for the part of the statement about the cycles sharing vertices, if we are using the contrapositive to prove when the cycles share vertices, would it imply that (for example) 3 cycles share the same vertex or each pair of the cycles share at least one vertex (and they can be different vertices)? </p>
","ANSWER: <p>same answer in @1390</p>
"
"QUESTION: <p>for the part of the statement about the cycles sharing vertices, if we are using the contrapositive to prove when the cycles share vertices, would it imply that (for example) 3 cycles share the same vertex or each pair of the cycles share at least one vertex (and they can be different vertices)? </p>
","ANSWER: This is something we’d like you to think about
"
"QUESTION: Do we have to justify that any cycle is 3-colorable?
","ANSWER: a one sentence justification is fine
"
"QUESTION: What is the minimum size of an independent set. Since we are not considering self-edges, is it 1?
","ANSWER: Yuh
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7ga3way2da7hz%2Fb3d325e39ab0bbf383641effb949c8c186eb95719bef10f4c96b2ef1dd581cc0%2Fimage.png"" alt=""image.png"" /></p>
<p>How could I denote these symbols in Latex?</p>
","ANSWER: \alpha, \kappa, \chi
"
"QUESTION: 
","ANSWER: A clique of size three is equivalent to a cycle of length 3
"
"QUESTION: Can we say without proof that if a graph is connected, it cannot have a vertex with no edges?
","ANSWER: sure
"
"QUESTION: Can we assume that there is only 1 set of n - 2 bunnies that are connected to all other bunnies in the set?
","ANSWER: this is something we&#39;d like you to think about
"
"QUESTION: Is there only one clique of n-2 bunnies in question 3? From the wording of the question, it seems ambiguous. 
","ANSWER: This is something we’d like you to think about
"
"QUESTION: I saw on the syllabus that after module 14 we would be discussing &#34;more graphs.&#34; I wonder whether the material would be on the final and would there be relevant content-related materials on Canvas for us to go through? 
","ANSWER: I don&#39;t believe that this information will be covered on the final. You can confirm with Val though during lecture!
"
"QUESTION: Hi, I was wondering if the regrade will be processed next week? Thanks!
","ANSWER: yes, it should ideally be processed within the week
"
"QUESTION: <p>How to prove a graph is a rooted tree?</p>
<p></p>
<p>Also, just double checking, a rooted tree is non-directed right?</p>
","ANSWER: <p>A rooted tree is just a tree with a single node designated as a &#34;root&#34;. So a rooted tree <strong>is a tree</strong>. This should potentially give you guidance how to prove something is a rooted tree.</p>
<p></p>
<p>Yes, a rooted tree is undirected</p>
"
"QUESTION: Is the attendance score supposed to be 64 / 100? I went to all interactive sessions and recitations but for some reason it shows up like this
","ANSWER: The attendance score is not accurate. Val will be handling attendance scores appropriately at the end of the semester.
"
"QUESTION: Is there a road between any 2 landmarks?
","ANSWER: not necessarily
"
"QUESTION: If we prove 2t &#43; 1&lt;= n can we say 2t &lt; n if t and n are integers
","ANSWER: Yeah sure
"
"QUESTION: Is it satisfactory to just prove that G^u is a tree, or do we have to also prove that t can be designated as the root.
","ANSWER: just proving that it is a tree is fine. 
"
"QUESTION: Does the graph in Q4 have to be connected, or can we have nodes with degree 0?
","ANSWER: there is &#34;exactly one one-way road between each pair of locations&#34;
"
"QUESTION: Can a singular vertex be a SCC or should there be at least two vertices in the set?
","ANSWER: Yes a singular vertex can be an scc
"
"QUESTION: do we have to prove that strongly connected components contain cycles
","ANSWER: you should
"
"QUESTION: I am confused about what we can assume about t and n
","ANSWER: you can assume $$t \geq 0$$ and that is all.
"
"QUESTION: Can the proof for #5 be by strong induction or only ordinary induction? Just want to make sure since it doesn&#39;t refer to a specific type like in #6.
","ANSWER: either is fine
"
"QUESTION: <p>Q4 states that &#34;for any two locations u and v within the same subset, u is reachable from v and v is reachable from u via a sequence of roads&#34;.</p>
<p>Does this mean that a subset of 1 location would be invalid, since while a location is reachable to itself, it is not necessarily reachable to itself via a sequence of roads (since there are none)</p>
","ANSWER: a subset of 1 location would still be valid
"
"QUESTION: Can we directly say that a DAG with n vertices has n scc&#39;s without proving it?
","ANSWER: you should prove this
"
"QUESTION: In a DAG, do we have to prove that if we start at u and to go v, then we cannot return back to u from v? Or is that a given if the graph it is a DAG
","ANSWER: A one sentence justification would be good
"
"QUESTION: Wording question: is it appropriate to say that a vertex &#34;receives&#34; an edge from another vertex if there is a directed edge from that other vertex to the vertex in question? (within the egg-throwing context of the question)
","ANSWER: sure that&#39;s fine
"
"QUESTION: because we are topologically sorting the graph, can we assume the tunnels are directed? NVM!!!
","ANSWER: resolved
"
"QUESTION: Can students have an impact on other students?
","ANSWER: <p>From a question-specific standpoint, this should not really matter. But if you are considering students as vertices, then sure, a student can impact another student.</p>
<p></p>
<p>From a life standpoint, yes. All of you current students that are taking the class have had a profound impact on me (a penn student).</p>
"
"QUESTION: for the induction step, if we want to show that a claim holds for a full binary tree of height k&#43;1, do we need to start with the tree of height k&#43;1, or can we start with a height of k (and then add vertices to get to a height k&#43;1)?
","ANSWER: <p>Usually in graph induction, you should start with the $$k+1$$ case, reduce it down to the $$k$$ case, and then build back up to the $$k+1$$ case.</p>
<p></p>
<p>This is because when starting from $$k$$ and going to $$k+1$$ directly, we may not consider every single graph that has $$k+1$$ things.</p>
"
"QUESTION: Can a full binary tree have 0 vertices?
","ANSWER: no. A full binary tree is a graph, and a graph is defined to have a non-empty set of vertices
"
"QUESTION: Does a road in between a pair of locations mean that the locations are directly connected by an edge or are they connected by a path? The question first states that each pair of locations is connected by <strong>1</strong> one-way road but later states that for locations u and v, v is reachable by u and vice versa by a <strong>sequence </strong>of roads.
","ANSWER: A road refers to a <strong>direct</strong> connection between a pair of locations. Two locations could be reached by following a <strong>sequence </strong>(one or more) of roads.
"
"QUESTION: 
","ANSWER: you can use an image to assist your explanation of the base cases
"
"QUESTION: Can we assume that vertices at the maximum level of a rooted tree are leaves? Do we have to prove this?
","ANSWER: you can assume this
"
"QUESTION: Does the well ordering principle imply that there must be a greatest element as well?
","ANSWER: For a finite set of integers, WOP does imply that there will be a greatest element
"
"QUESTION: Does there have to be an edge between any 2 landmarks, or is there any amount of directed edges?
","ANSWER: you can assume that there is <strong>at most one</strong> road between any two landmarks, and no roads are added/removed when the TAs choose to assign direction to the roads.
"
"QUESTION: We are given<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcslyhhojpq2v4%2Faf5cb755ce9e184238dcf7a1d15da39b5a48b81c683cf4dfc246a4ca4cf58b24%2FScreen_Shot_2023-04-17_at_11.15.09_PM.png"" alt=""Screen_Shot_2023-04-17_at_11.15.09_PM.pngNaN"" />Can we assume the reverse arrow?
","ANSWER: ye
"
"QUESTION: Title
","ANSWER: hopefully within the next few days
"
"QUESTION: Are DAGs always connected
","ANSWER: no. consider two isolated vertices. It is a graph that is both directed and acyclic. so it is a DAG
"
"QUESTION: title ^ does acyclic mean the new system of chambers has no cycles at all or just no directed cycles b/c it is originally a DAG?
","ANSWER: no directed cycles
"
"QUESTION: 
","ANSWER: if this is in regards to question 4, then <strong>exactly </strong>$$n-2$$
"
"QUESTION: 
","ANSWER: A one sentence justification would be good
"
"QUESTION: a
","ANSWER: <span style=""text-decoration:line-through"">wat</span> oh resolved hahaha
"
"QUESTION: edit: question is duplicate, mb
","ANSWER: resolved
"
"QUESTION: 
","ANSWER: a one sentence justification would be cool
"
"QUESTION: Can there be a landmark that doesn&#39;t have a path leading away from it?
","ANSWER: yuh
"
"QUESTION: If you have a choose 2 and b choose 2 where a &lt; b, do you have to show why a choose 2 &lt; b choose 2?
","ANSWER: nah
"
"QUESTION: <p>I don&#39;t understand how we get 7 for the &#34;2 child&#34; case. If we flip the tree from left to right and they are the same, are they counted as the same tree or differently? </p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F5b724b3d655f93108dd623a6bcbe942779e8f52de94cbfde37f3a30313fcdb00%2Fimage.png"" alt=""image.pngNaN"" width=""602"" height=""401"" /></p>
","ANSWER: where does this picture come from?
"
"QUESTION: <div>
<div>Is the attendance score supposed to be 67 / 100? I went to all interactive sessions and recitations but for some reason it shows up like this. For sessions where I switched, I told the TAs about it. </div>
<div><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2Fc5d42798a62b1a66a0db5ae74bd49b75c7ec2018127dcc5e15385f8c474f940d%2Fimage.png"" alt=""image.pngNaN"" width=""343"" height=""247"" /></div>
</div>
","ANSWER: The attendance score is not accurate. Val will be handling attendance scores appropriately at the end of the semester.
"
"QUESTION: Can a topological sort have more than one source or sink? 
","ANSWER: A DAG with more than one source or sink does have a topo sort. A topo sort includes all vertices in the graph
"
"QUESTION: Is there a road between any two landmarks?
","ANSWER: Not necessarily
"
"QUESTION: We know that if a digraph has a topological sort then it is a DAG with a source and a sink. Is the converse true (ie if we know we have a DAG with a source and a sink, then it has a topological sort)?
","ANSWER: Yes
"
"QUESTION: What&#39;s the definition of a root in a rooted tree?
","ANSWER: It’s just a special name that we give some node. It is used to “organize” the tree, and describe relationships (such as distance) between other nodes to that special node
"
"QUESTION: <p>How do we write this in latex. </p>
<p>   <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcsbcvfczvq2h5%2F1217ff7d643c2fe841894e8cf7f7d9f502f66d9bc0fbdbe5e6c7f3ace4bf3f67%2FScreen_Shot_2023-04-19_at_7.34.09_PM.png"" width=""106"" height=""67"" alt="""" /></p>
","ANSWER: \nu
"
"QUESTION: Does the wording of q3 indicate that there should only be one way each vertex v is reachable from t in G? Or can there be more than one
","ANSWER: The former
"
"QUESTION: Do we know that reachability is transitive? And if so, can we use that?
","ANSWER: A brief justification would be nice
"
"QUESTION: To create a new chamber, does that mean to carve one out and then add one, or just add a new one?
","ANSWER: I&#39;m not really sure I understand what you mean. David will handle the carving.
"
"QUESTION: when you add the new node, can you pick the direction that it has with existing nodes? Or is it already predetermined?
","ANSWER: predetermined. you should think about why this is the case.
"
"QUESTION: 
","ANSWER: It means that they cannot be extended to be of larger size such that the properties about the subset still hold. 
"
"QUESTION: If 8 is just asking if its always possible to create a DAG given a source and a sink, are we just trying to prove you can arrange any amount of landmarks &gt; 1 without creating a cycle? How would we even go about proving this? 
","ANSWER: This is something we&#39;d like you to think about
"
"QUESTION: If I include an extra base case than is necessary in an induction proof, will I be counted off? I include two base cases when only one is necessary for the weak induction I am using, but it feels like a more thorough proof when I include it. 
","ANSWER: Including it will not make you lose points. 
"
"QUESTION: I&#39;m assuming this is the case, since the two midterms were closed notes.
","ANSWER: Yes it is closed note
"
"QUESTION: <p>Can we freely use the below statement? Let $$G=(V,E)$$</p>
<p></p>
<p>$$G\text{ is a DAG} \Leftrightarrow G \text{ has} \geq 1 \text{ topological sort}$$</p>
","ANSWER: Sure. Also, “toposaur” is my favorite dinosaur!
"
"QUESTION: I understand that the left one is a full binary tree, but are the other two also full binary trees?<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcsf1zwcads6yk%2Ffa1a293591a0ffc47b8627d457b8d3ea32955a518654ee9fb4acd75d48d91d2c%2Fquestion.PNG"" width=""991"" height=""357"" alt="""" />
","ANSWER: Yeah
"
"QUESTION: 
","ANSWER: I&#39;m not exactly sure what you mean. The question &amp; solution do not mention anything about cycles of length 3 having 4 vertices. They do mention that a <strong>path</strong> of length 3 has 4 vertices, and this is due to us determining the length of a path by the number of <em>edges</em> traversed.
"
"QUESTION: how do we know whether we should induct on vertices or edges?
","ANSWER: <p>What you induct on really depends on the problem. Also, both induction on edges and induction on vertices have their own separate issues, so it just depends.</p><p></p><p>For example, inducting on vertices can sometimes be annoying because when you remove a vertex, you also have to remove all incident edges. But at the same time, inducting on vertices can be nice when you can guarantee existence of a specific type of vertex in a graph (i.e a leaf in a tree)</p><p></p><p>What&#39;s nice about edge induction is that when you remove an edge, you don&#39;t <em>have</em> to remove any vertices, but removing edges can disconnect the graph, and removing edges in general may not be as easy to generalize as removing vertices.</p>
"
"QUESTION: In the solution, there are mentioned b and w. What are exactly b and w in this case?
","ANSWER: $$b$$ is Commons and $$w$$ is Kiwi
"
"QUESTION: and all the other stuff we covered on zoom
","ANSWER: no
"
"QUESTION: <p>will all topics including planar graphs be on the exam?</p>
<p>thank you!</p>
","ANSWER: planar graphs will not be covered
"
"QUESTION: Do we need to know how to prove that a function is surjective for the final?
","ANSWER: the final is cumulative, so this would be something you should know
"
"QUESTION: In the first part of the proof, when we delete at least 2 nodes, why don&#39;t we consider the case of bringing these nodes back? same for the second part, when we add, why we don&#39;t remove it after it?
","ANSWER: <p>We can equivalently re-write the solution as follows:</p>
<p></p>
<p>&#34;The resulting tree, call it $$T'$$ has height $$k$$. By the IH, $$T'$$ has $$\geq 2k + 1$$ nodes. Since we removed $$\geq 2$$ nodes, our original tree $$T$$ by re-introducing the nodes we removed, has $$\geq (2k + 1) + 2 = 2(k+1) + 1$$ nodes.&#34;</p>
<p></p>
<p>For the second part of the proof, we are starting from the $$k$$ case and building up to the $$k+1$$ case, so there is no need to remove the nodes.</p>
"
"QUESTION: <p>In Final Review Q4a and Q7b, both answers address the statement &#34;There are an equal number of red and blue vertices in an even cycle in a bipartite graph&#34; (red, blue arbitrary), but Q7b goes in way more depth.</p>
<p></p>
<p>Can we use this statement on the exam freely? If not, would a justification similar to Q4a suffice?</p>
","ANSWER: since we&#39;ve proven it here, you can use it with citation. a justification similar to q4a would be fine for exam purposes.
"
"QUESTION: <p>Does the answer below just mean a cycle of 4 vertices?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcsbg530lhi7gv%2F142608bbaa853351bbb4f594b0c3af0867b85d333467ed51ca68274b58929262%2FScreenshot_2023-04-26_at_12.06.15_AM.png"" alt=""Screenshot_2023-04-26_at_12.06.15_AM.pngNaN"" /></p>
","ANSWER: yuh
"
"QUESTION: For midterm 2, Val advised us to memorize things like formula for derangements and sum of squares. Does this still apply for the final?
","ANSWER: the final is cumulative. What you choose to memorize is up to you.
"
"QUESTION: I wonder if it would be possible to prove this with induction on the number of strings? Thank you so much
","ANSWER: Yep induction would be possible albeit a bit overkill. In the IS, you would split the nodes into two groupings of size $$2^k$$, apply IH on both groups and argue that there are no coloring conflicts between the two groups. You’d realize that the induction proof and the solution we have provided have high overlap.
"
"QUESTION: <p>If an edge is notated as {a, b} then it is an undirected edge and if it is notated (a,b) is it a directed edge? Will it be specified in the problem? Because for this problem I thought the graph had directed edges</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2Ff12beeafeee491637ae2895e9ab4375f9cc5dd44aa01241a2ba346a76ef098fc%2Fimage.png"" alt=""image.pngNaN"" width=""889"" height=""303"" /></p>
","ANSWER: The question will specify whether the graph is undirected or directed (just as it did in this problem). In general, $$\{a, b\}$$ denotes an undirected edge (because sets are unordered). 
"
"QUESTION: <p>I thought that since our base case is 3, we can only assume that V is greater than or equal to 3. </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F04a8fb5df8425a81fe0d5791c8d4a5ba75ca65aa5040b4da76f15b94add86ac6%2Fimage.png"" alt=""image.pngNaN"" width=""1076"" height=""933"" /></p>
","ANSWER: Our graph $$G$$ has $$k+1$$nodes. Since $$k \geq 3$$, we have $$k+1 \geq 3+1 = 4$$, so our graph has at least $$4$$ nodes in the IS.
"
"QUESTION: If a directed walk contains the same vertice repeated twice, does it mean the the walk contains a directed cycle? I am confused on the terminology and the relationship between walks and cycles here... Also is it different for undirected graphs?
","ANSWER: Yes to the first question. The second question almost has an answer of &#34;yes&#34;. The only thing you would have to watch out for in the undirected setting is that your walk is length 3 or longer. Because in undirected graphs, you cannot have a length 2 cycle.
"
"QUESTION: What is the standard of isomorphism? If you can flip, stretch, and manipulate the graph just that we don&#39;t break or add new edges, is it okay?
","ANSWER: That is the correct intuition of an isomorphism is. Formally, two graphs $$G = (V, E)$$ and $$G' = (V', E')$$ are isomorphic if there exists a bijection $$\phi: V \mapsto V'$$ such that $$\forall (u, v) \in E$$, we have $$(\phi(u), \phi(v)) \in E'$$
"
"QUESTION: <p>This is not a binary rooted tree right? I was confused because the definition is beside the diagram</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F4b19c93996f3d9301197b5c50ef69a1d70a5121c48a06a1972b4bac6dfed0364%2Fimage.png"" alt=""image.pngNaN"" width=""791"" height=""436"" /></p>
","ANSWER: Correct. It is not a binary rooted tree
"
"QUESTION: When we are proving something, can we just use WOP or do we need to state the set and say why it is finite and non-empty? Also, I am confused for the conditions of using WOP: Is it fine to say a maximum/minimum value exists if the set is nonempty, and has finite elements?
","ANSWER: <p>you can just use WOP, but it would also be a good idea to note that the set is finite and non-empty. A full explanation is probably not needed.</p>
<p></p>
<p>You can use WOP to conclude that a finite, non-empty set has a minimum element and a maximum element.</p>
"
"QUESTION: <p>Here, aren&#39;t the two instances the same if you rotate one? For colorability, do you assume that there is no isomorphism?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F2cd567d4388106e6b5aad78788e42dbad08fb8a136e00b5e855fa8bb9771ce83%2Fimage.png"" alt=""image.pngNaN"" width=""864"" height=""282"" /></p>
","ANSWER: You do not consider isomorphisms with colorings, because a coloring is defined to be a function $$f: V \mapsto \{1, \ldots k\}$$. So having vertex $$a$$ colored with color $$2$$, for example, would be different from vertex $$a$$ being colored with color $$1$$.
"
"QUESTION: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkxaroeu1gmk2e6%2F38d2877c5acfcf461dfc8da9ca10df413cc885ca104b713fc3167853317f0cb2%2FScreen_Shot_2023-04-27_at_1.51.56_PM.png"" alt=""Screen_Shot_2023-04-27_at_1.51.56_PM.pngNaN"" />
","ANSWER: they are just some functions between the sets. They don&#39;t have a specific definition
"
"QUESTION: <p>Here we also count paths of length 0. When we count the number of paths/walks then do we always include the case of length 0?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2Ffd2fbf5c59bc3c81526e539fe9b2478bd287007b5169301513a7f8bc46bc2d54%2Fimage.png"" alt=""image.pngNaN"" width=""784"" height=""254"" /></p>
","ANSWER: yeah
"
