question,answer
"QUESTION: Is there a way to use expectation on problem 2 to figure out independence?
","ANSWER: <p>at this point in time, no. We have only proven &#34;If $$X$$ and $$Y$$ are independent then $$\mathbb{E}[XY] = \mathbb{E}[X] \cdot \mathbb{E}[Y]$$&#34;. But we have not shown the converse to be true.</p>
"
"QUESTION: <p>For question 4 can the kit kats be considered distinct? Meaning when I am calculating the cardinality of the sample space do I use  normal permutation or should I use multi set permutations?</p>
","ANSWER: Yeah you can consider them as distinct
"
"QUESTION: <p>Are we allowed to view them as distinguishable</p>
","ANSWER: Yeah
"
"QUESTION: <p>Are we allowed to use a calcutor to simplify expression?</p>
","ANSWER: <p>Sure, but try to avoid rounding</p>
"
"QUESTION: <p>Hi,</p>
<p></p>
<p>Is it possible for there to be multiple roads connecting the two shops? In other words, do we assume it&#39;s a simple graph?</p>
","ANSWER: <p>yes, assume that it is simple</p>
"
"QUESTION: <p>Do we need to justify that the probability of each proposition being true is the same as the probability of the first proposition being true that we found in 1a, or can we just state this? </p>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p>Are the number of ghouls uniformly random?</p>
","ANSWER: <p>yeah</p>
"
"QUESTION: <p>Is it ok if we add an edge between two vertices when there might already be an edge between them, as long as we make sure to remove that edge before making any statement on the proof? For example, in proving one direction of the proof in Q5, I would like to add an edge that connects the two vertices with an odd degree, even if it is possible that there might already be an edge between them.</p>
","ANSWER: <p>this is something we&#39;d like you to think about</p>
"
"QUESTION: <p>Rajiv mentioned in Office Hours that there&#39;s a helpful fact to know about this question which would make it less cumbersome to solve :] asking to see if this fact may be posted since the calculations seem quite tedious.</p>
","ANSWER: <p>yes, there is a <strong>non-trivial</strong> fact that may assist in solving the problem, however, I do not believe we have seen this in the course yet, and trying to derive it may be arguably equally (or more) tedious than the method you have already developed to solve the problem.</p>
"
"QUESTION: <p>Are repeat digits allowed when forming z? </p>
","ANSWER: <p>yeah</p>
"
"QUESTION: <p></p>
<p></p>
<p>Are the 4 die distinguishable?</p>
","ANSWER: <p>you can assume that they are distinguishable</p>
"
"QUESTION: <p>If we have a summation, for example the summation of i from i =1 to 6, do we need to show our calculation on how we get our answer or can we simply say that the summation simplifies to...</p>
","ANSWER: <p>you should show some work in between the summation and the final answer. Maybe splitting apart your summation into the sum of the individual terms would be a good idea</p>
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkt0cz590wc77nm%2F6e9dd05c0ab9959854c0fedec1aa8f6727aef07cef24f4d8335ec2379704e2c4%2FScreenshot_2022-11-09_at_10.35.11_AM.png"" alt=""Screenshot_2022-11-09_at_10.35.11_AM.png"" width=""593"" height=""114"" /></p>
<p>For this proof where we prove that if graph G is a tree then it is connected and has n-1 edges. For the IH, we say that k &gt;= 0 but our base case is n = 1 vertex.  Why is IH not K &gt; 0 since our base case starts with there being  1 vertex and not 0? </p>
<p></p>
<p>Also Would every tree be a spanning tree of itself? </p>
","ANSWER: <p>yeah that&#39;s probably just a typo. IH should be $$k \geq 1$$.</p>
<p></p>
<p>A tree has exactly one spanning tree, which is itself.</p>
"
"QUESTION: <p>Are we allowed to simply state that it is impossible to 2-color an odd cycle (I think this might have been mentioned in passing in class)?</p>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p>Can we use @1475 without a proof? </p>
","ANSWER: Yeah
"
"QUESTION: <p>In other words is Kyle also a vertex and if so is he buying every TA <strong>besides</strong> himself a shovel?</p>
","ANSWER: For the sake of the problem, we will say that Kyle is not a TA. But in real life, he is a TA (though that may be up for debate at times)
"
"QUESTION: <p>For something like question 1 do we have to include 0 * Pr[X = 0] or can that be excluded for obvious reasons</p>
","ANSWER: <p>I mean it really doesn&#39;t hurt to include it since it&#39;s so little to include, but up to you I guess.</p>
"
"QUESTION: <p>Does Cindy need to have at least 2 digits? Like are we assuming the second digit must be added such that the minimum number of digits in z is 2? </p>
","ANSWER: <p>you should think about this. The first digit is guaranteed to be a 1. So what does this mean about the existence of a second digit?</p>
"
"QUESTION: <p>Do the shovels in this question represent edges in a graph? Why is it that Kyle needs to buy 2d new shovels, since doesn&#39;t he need to buy a new shovel for each TA?</p>
","ANSWER: Kyle does need to buy a shovel for each TA. If you choose to model this question as a graph question, then what the shovels are depends on your definition. You don’t know how many TAs there are, but each TA must receive exactly one shovel
"
"QUESTION: 
","ANSWER: Yeah
"
"QUESTION: <md>Does Q5 imply no edges between beginners, intermediates, etc...?</md>
","ANSWER: <md>I think so, for otherwise the problem is unsolvable. Consider $$K_3$$ with a beginner node attached to it.</md>
"
"QUESTION: <p>Thanks for your help!</p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>for the graph coloring proof, is the claim that the graph is only (k&#43;1) colorable if the max degree is k?</p>
<p></p>
<p>for example if I drew an eulerian graph w/6 edges, the max degree is 2 but can be 2-colorable</p>
","ANSWER: <p>The claim is saying that if the max degree in a graph is $$k$$, then the graph <strong>can be </strong>colored using $$k+1$$ colors. This is not to say that this is the minimum number of colors needed to color the graph. </p>
"
"QUESTION: <p>For Q1, I am confused about what d represents. The question says that kyle must buy at least 2d shovels but each TA has a different number of alliances (d), so which d is the problem referring to?</p>
","ANSWER: <p>$$d$$ represents the least amount of alliances a TA can have. Think of it as a lower bound. You need to show that Kyle needs to buy at least 2d shovels</p>
"
"QUESTION: <p>I&#39;m confused about why the statement in Q5 would be true. What if you had a graph that looked like B -- I -- A ? Then the beginner vertex is not connected to and intermediate and an advanced. Also, can we assume that the number of vertices is greater than or equal to 3?</p>
","ANSWER: <p>The issue with the graph that you presented is that $$\chi(G) = 2$$, not $$3$$ as specified in the question. </p>
<p></p>
<p>You are allowed to assume that the number of vertices is greater than or equal to 3.</p>
"
"QUESTION: <p>Does each TA have the same d number of alliances?</p>
","ANSWER: No
"
"QUESTION: <p>I saw the previous posts on clarification of d but I&#39;m still a bit confused. Is this an overall lower bound for all TAs?</p>
","ANSWER: <p>Yes. Each TA is allied with <strong>at least </strong>d other TAs.</p>
"
"QUESTION: <p>Are we required to use Markov&#39;s if it can be proven using known properties of expectation and random variables alone?</p>
","ANSWER: <p>no, you are not required to use Markov&#39;s</p>
"
"QUESTION: <p>Q1 Is being an allay a transitive relation? Meaning if A is allay of B and B is allay of C, those this mean A has to be allay of C? </p>
","ANSWER: No
"
"QUESTION: <p>Hi, are shovels with the same color distinctive?</p>
","ANSWER: <p>hi, yes.</p>
"
"QUESTION: <p>I am not sure if I am understanding the question correctly. For example, if we have a connected graph of 3 vertices and there exists an edge if only they are friends with each other. So can&#39;t we have a graph that has a beginner node who is only friends with an intermediate node, and the intermediate node is friends with also the advanced node, making the graph 3-colorable? And in this graph it is not necessarily true the beginner node is adjacent to both an intermediate neighbor and an advanced neighbor, even though the graph is 3-colorable. Do we assume that there exists a beginner node whose degree is 2 in the graph?</p>
","ANSWER: <p>The graph you provided in your example does not have $$\chi(G) = 3$$, it has $$\chi(G) = 2$$. Note that $$\chi(G)$$ represents the <strong>minimum</strong> number of colors needed to color $$G$$.</p>
"
"QUESTION: <p>can we assume the expected value of a random variable cannot be greater/less than the maximum/minimum of that random variable?</p>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p>I am having trouble conceptualizing this problem. Let&#39;s say d = 2. and we have 5 TAs. Where A - B - C - D - E - A, where each dash represents an alliance. According to the problem this is not a triple alliance and each TA has at least 2 alliances. As such 2d shovels should be enough to give each TA a shovel, however 2d is 4 and there are 5 TAs. I am not sure where I am going wrong in this example for this problem. </p>
","ANSWER: <p>&#34;prove that Kyle needs to buy <strong>at least </strong>2d shovels&#34;</p>
"
"QUESTION: <p>It&#39;s more of a counting question...</p>
<p>In the Linearity of Expectation lecture example: </p>
<div>
<div>
<div>
<p>(Example. Suppose that n people leave their hats at the hat check. If the hats are</p>
<p>randomly returned what is the expected number of people that get their own hat back?)</p>
<p>Why is E[X] = (n-1)!/(n)!    ?</p>
<p>That means that probability that ith person gets the hat is 99/100 * 98/99 * 97/98...* 1 / 2 right? </p>
<p>I don&#39;t see how the multiplying 99 times happens. Is it the probability that all 99 other people don&#39;t get their hats back?</p>
</div>
</div>
</div>
<p>Thank you. </p>
","ANSWER: <p>Instead of thinking of $$\frac{(n-1)!}{n!}$$ being computed as the product of probabilities, it is probably better to think of it as being computed as $$\frac{|E_i|}{|\Omega|}$$. The sample space is all ways that the $$n$$ people can get their hats back which means $$|\Omega| = n!$$. The event $$E_i$$ is the event that the $$i$$th person gets their hat back.</p>
<p></p>
<p>So you can think of $$|E_i|$$ as computing the amount of permutations of $$\{1, ..., n\}$$ where $$i$$ is in the $$i$$th spot. This can be done in $$(n-1)!$$ ways.</p>
<p></p>
<p>Thus, $$Pr[E_i] = \mathbb{E}[X_i]= \frac{(n-1)!}{n!}$$</p>
"
"QUESTION: <p>Would I be able to say that the number of strings consisting of 20 consecutive characters in a string of size $$l$$ is $$l-19$$ without justification or would I need to prove this? </p>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p>Can we apply what we learned about random variables to formalize counting questions?</p>
<p>For example, let H be the random variable denoting # of heads obtained in n coin tosses, such that </p>
<p>|H = 0| &#43; |H=1| &#43; |H=2| ... |H = n| = |H| where |H| is the cardinality of the sample space, 2^n?</p>
<p>Can we do that since a random variable is an event or is this not commonly used?</p>
","ANSWER: <p>This does work mathematically, but is not super common. </p>
"
"QUESTION: <p>Is it safe to assume that if the graph is 4-colorable, it can be 3-colorable as well?</p>
","ANSWER: <p>A graph that is $$4$$-colorable is not always $$3$$-colorable.</p>
<p></p>
<p>However, a graph that is $$3$$-colorable is always $$4$$-colorable.</p>
"
"QUESTION: <p>Can we assume a shovel is equally likely to be distributed to each of the 30 piles?</p>
","ANSWER: <p>yeah</p>
"
"QUESTION: <p>This is a basic question, but I want to make sure I am understanding this fully. </p>
<p></p>
<p>Say we roll 2 dice. I understand that Pr[doubles] is the same for both indistinguisble and distinguisble die.</p>
<p></p>
<p>But say we want to find the probability of rolling a 1 and 2. I don&#39;t see the dinstinction between indistinguisble and distinguisble here, as they both yield probabilities of 2/36 (the order of the 1 and 2 appearing doesn&#39;t matter for both). But I feel like these probabilities should be different. </p>
<p></p>
<p>Can someone clarify this concept (I am looking at Lecture 5H)? Thank you.</p>
","ANSWER: <p>Why do you feel like these probabilities should be different? Both ways should yield $$\frac{2}{36}$$. The difference between indistinguishable and distinguishable comes in how the sample space is defined, in that with the distinguishable case, our sample space is uniform, but in the indistinguishable case, it is not.</p>
"
"QUESTION: <p>Just so I understand the question, are we trying to prove/disprove that n=k for all m &gt; 0?</p>
","ANSWER: <p>yeah</p>
"
"QUESTION: <p>Do we need to prove that the sum of number of edges coming out of one color is equivalent to the sum of all the edges connecting to the other color? Or is that assumed in the  properties of a bipartite graph?</p>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <md>does linearity of expectation also tell us that:
",
"$$E(\sum_{i=1}^n\sum_{j=1, j < i}^n(X_iX_j)) = \sum_{i=1}^n\sum_{j=1, j < i}^nE(X_iX_j)$$
",
"?</md>
","ANSWER: <p>This is something you should think about! It&#39;s a nice exercise of applying LOE (potentially a couple of times).</p>
"
"QUESTION: <p>Hi,</p>
<p></p>
<p>I&#39;m wondering if there will be a HW12H due the night before the exam, or if we have the weekend off to study. Thank you!</p>
<p></p>
<p></p>
","ANSWER: You’ll have the weekend off to study. The next homework will be due after the exam
"
"QUESTION: <p>Is Yi an indicator variable such that it can only take on the values 1 or 0?</p>
","ANSWER: Not necessarily
"
"QUESTION: <p>Can we use the converse of the fact that if Yi and Yj are independent, then E(YiYj)=E(Yi)E(Yj)? That is, can we assume that if E(YiYj)=E(Yi)E(Yj), then Yi and Yj are independent?</p>
","ANSWER: <p>no, you cannot assume that</p>
"
"QUESTION: <p>For Q2, can we assume that $$n \geq2$$?</p>
","ANSWER: Sure
"
"QUESTION: <p></p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7glbo5bn7z3hf%2F48da77545d5df81caa03ef52150499ad2be989ce8199596015b66c1acd947bc5%2Fimage.png"" alt=""image.pngNaN"" /></p>
<p></p>
<p>What is meant by &#34;unique path.&#34; Does this mean that there is exactly one path between some two vertices? </p>
","ANSWER: <p>yes!</p>
"
"QUESTION: <p>What exactly is proof by construction? I understand we can formulate certain graphs that fit the criteria of what we&#39;re trying to prove, but is construction a formal proof technique like induction or contradiction?</p>
","ANSWER: <p>I think proof by construction is sometimes alright when proving existence of a graph. For example, if we were asked to prove that &#34;there exists a tree with exactly two leaves&#34;, I could provide a method of construction.</p>
<p></p>
<p>However, in general, proofs by construction aren&#39;t too great and can be finicky at times because we need to be considerate of generalization for all graphs within our procedure (i.e. not making any logical leaps that would not work for all graphs)</p>
"
"QUESTION: <p>Can this problem also be solved using induction? <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedd9r8n6wb3dq%2F0b1bbf923ebc0d867458eb3f9e9a4f79f9f6329e0aa677fccfd0cb0643b9c850%2FScreen_Shot_2022-11-17_at_2.07.39_AM.png"" alt=""Screen_Shot_2022-11-17_at_2.07.39_AM.pngNaN"" /></p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Hi there, I just had a question about this line of the proof in the Lecture 5t notes:</p>
<p></p>
<p><a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7gesqko27j373%2F68ab122eb52c4f910fe68fb657d83383148133458d43c3fef5962a9a2ae63bcf%2FScreen_Shot_2022-11-17_at_4.40.32_AM.png"" target=""_blank"" rel=""noopener noreferrer"">Screen_Shot_2022-11-17_at_4.40.32_AM.png</a></p>
<p></p>
<p>The previous example that they reference is &#34;Prove that the sum of degrees of all nodes in a graph is twice the number of edges. Solution: Since each edge is incident to exactly two vertices, each edge contributes two to the sum of degrees of the vertices. The claim follows.&#34;</p>
<p></p>
<p>I don&#39;t really understand the reasoning for that line of the proof; how do we know that the LHS side is even? Do we know the number of edges in the graph? Thank you for the clarification!</p>
<p></p>
<p>-Angie</p>
","ANSWER: <p>The left hand side is taking the sum of the degrees of all vertices of the graph. From the handshaking lemma, we know that $$\sum_{v \in V} deg(v) = 2|E|$$, and the proof for this is given in the example referenced.</p>
<p></p>
<p>We don&#39;t know the number of edges, but since the sum of the degrees is <strong>2 times</strong> the number of edges, we can conclude that the sum of degrees must always be even.</p>
"
"QUESTION: <p>Nevermind, I see it on the course website!</p>
","ANSWER: <p>resolved</p>
"
"QUESTION: In the example, why is it that we are able to invoke IH after removing some vertex v? What if v was the vertex with max degree, wouldn’t the IH no longer hold because max degree could not be &lt;k?
","ANSWER: <p>After removing the vertex, the degree of the remaining vertices can only decrease (as we are also removing edges). Thus, the IH is still able to be invoked because the max degree of the remaining graph is <strong>at most k.</strong></p>
"
"QUESTION: <p>Not terribly important, but in the 12T notes this section is repeated twice, unless I&#39;m missing something and they are different. </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7ggz0g8t3v4za%2F8c5df77c2c5b6bde5efc854045b8a873648b128989d93c52c5aeb2f616e60f6c%2Fimage.png"" alt=""image.png"" /></p>
","ANSWER: <p>thanks for pointing this out. they are the same thing.</p>
"
"QUESTION: <p>For some reason I can&#39;t find L6H on the website - did we have one?</p>
","ANSWER: <p>we had fall break</p>
"
"QUESTION: <p>I have many questions about directed graphs in general. </p>
<p>Let $$u->v$$  be a directed graph with vertices $$u$$ and $$v$$, and the edge going from $$u$$ to $$v$$. </p>
<p>Is it that $$deg(u)=deg(v)=1$$, or that $$deg(u)=1,deg(v)=0$$ as the edge&#39;s &#39;source&#39; is $$u$$?</p>
<p>Is the only path in the graph from $$u$$ to $$v$$ because we can only traverse edges in one direction?</p>
<p></p>
<p>Also, I know that we can solve that chess tournament question using directed graphs, but I am not sure about how to represent</p>
<div>
<div>
<div>
<p>&#34;$$x$$ beat some third participant $$z$$ who beat $$y$$&#34; in the graph. Could someone please explain how that proof would work?</p>
<p></p>
<p>The question:</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7gcywgetsa6wn%2Fd4dfb746903ade6911bc08f1bf3cbb38a8184185c9baf63c6299553ecb843301%2FScreenshot_2022-11-18_at_3.01.44_PM.png"" alt=""Screenshot_2022-11-18_at_3.01.44_PM.pngNaN"" /></p>
</div>
</div>
</div>
","ANSWER: <p>We don&#39;t explicitly discuss directed graphs in the fall, but vertices have an indegree (number of edges coming in) and an outdegree (number of edges leaving). The only path in the graph would be $$u \rightarrow v$$ as you described. </p>
<p></p>
<p>For the chessmaster problem, we can rephrase it in directed graph terms: consider a graph $$G$$ on $$n$$ vertices, such that between every pair of vertices $$x, y$$ there exists edge either $$(x, y)$$ or $$(y, x)$$. Show that there exists some vertex $$v$$ such that the shortest path distance from this vertex to every other vertex is at most 2. </p>
<p></p>
<p>We can prove this claim by induction on the number of vertices similar to the proof given on the HW. </p>
"
"QUESTION: <p>Can we leave the answer in the form of the 2nd line in the exam, or is there a reason to simplify it to the last line?</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7gcywgetsa6wn%2F74f29ed4984b9c64ac21ae764d25230237a65c30726f75da67d782dba5f0d36d%2FScreenshot_2022-11-18_at_8.01.15_PM.png"" alt=""Screenshot_2022-11-18_at_8.01.15_PM.pngNaN"" /></p>
","ANSWER: You can leave it in the form of the second line
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7gxru3l8c470v%2Fa9a8be5b8eb6ed83f59d01f173697f0e9b6ccd449a041a6b72759b23cae8e1f5%2FIMG_0434.jpg"" alt=""IMG_0434.jpgNaN"" width=""1222"" height=""999"" /></p>
","ANSWER: This is something we’d like you to think about
"
"QUESTION: <p>If we have a question where we have to prove an iff statement, can we prove only one of the directions using the contrapositive?</p>
<p></p>
<p>For ex, could we do that this question, where we only prove the backwards direction using the contrapositive-</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7gcywgetsa6wn%2F1c8af67871ba0781b434dfb8960e357e396ab868938b86102b5695ac865a73e3%2FScreenshot_2022-11-19_at_5.23.30_PM.png"" alt=""Screenshot_2022-11-19_at_5.23.30_PM.pngNaN"" /></p>
","ANSWER: Yep
"
"QUESTION: <p>In general, should we be using induction on the edges in a graph rather than the vertices, and if so why?</p>
","ANSWER: <p>What you induct on really depends on the problem. Also, both induction on edges and induction on vertices have their own separate issues, so it just depends.</p>
<p></p>
<p>For example, inducting on vertices can sometimes be annoying because when you remove a vertex, you also have to remove all incident edges. But at the same time, inducting on vertices can be nice when you can guarantee existence of a specific type of vertex in a graph (i.e a leaf in a tree)</p>
<p></p>
<p>What&#39;s nice about edge induction is that when you remove an edge, you don&#39;t <em>have</em> to remove any vertices, but removing edges can disconnect the graph, and removing edges in general may not be as easy to generalize as removing vertices.</p>
"
"QUESTION: <p>Is A={a,b}, B={b,c}, C={a,c} also a valid answer?</p>
","ANSWER: <p>yeah</p>
"
"QUESTION: <p>For part b of practice problem 5, is it acceptable to argue that if we suppose H is not always acylic, then there has to be an edge such that its addition to H turns H from acyclic to cyclic and proceed from there, instead of using induction?</p>
","ANSWER: <p>yeah that could probably work</p>
"
"QUESTION: <p>Can we assume that any given graph has a maximal path? because I can&#39;t think of any graph that doesn&#39;t have one. Moreover, is an isolated vertex also defined to be a maximal path?</p>
","ANSWER: <p>yes and yes</p>
"
"QUESTION: 
","ANSWER: <p>yep</p>
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkt0cz590wc77nm%2Ffa8570b7e70e7d04b399e0068744295a2b4534e59355e58397519cd306ec2c8b%2FScreenshot_2022-11-20_at_12.55.18_AM.png"" alt=""Screenshot_2022-11-20_at_12.55.18_AM.pngNaN"" width=""398"" height=""254"" /></p>
<p>This is probably a basic question but in this proof, how do we get rid of the |A| on the second to last line? </p>
","ANSWER: We know that $$|A| \geq 1$$. So we use the fact that $$xy \geq x$$ for $$y \geq 1$$
"
"QUESTION: <p>Do we need to define the sample space only for certain questions on the midterm? On the practice exam, I noticed that it was not defined for expectation problems.</p>
","ANSWER: You should define the sample space unless otherwise specified. If a question does not require you to define a sample space, it will be indicated in the question.
"
"QUESTION: <p>Is $$B = \{c, d, e\}$$, or any other answer where there is overlap between $$A$$ and $$B$$ also a valid answer, or is $$B = \Omega$$ the only valid answer?</p>
","ANSWER: <p>$$B = \{c, d, e\}$$ does not work, because $$Pr[A] = \frac35 = Pr[B]$$ but $$Pr[A \cap B] = \frac15$$. And we see that $$Pr[A \cap B] \neq Pr[A] \cdot Pr[B]$$, so they would not be independent.</p>
"
"QUESTION: I was looking at the solutions to practice problem #2 and I’m a little confused on how we would describe the sample space (and size) based on the solutions approach? (Do we need to state it?) Would it just be possible outcomes of sides it could have that are painted - if so, this isn’t uniform right?
","ANSWER: <p>yeah defining a sample space would probably be unnecessary, but the way I would go about doing it is basically what you mentioned, and that would indeed not be uniform.</p>
"
"QUESTION: Where can I find the review session recording? 
","ANSWER: <p>linked in @1576</p>
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7gbfjq5c8s67p%2Fb97bd2cc5a31887f0f366dd839dca4a49540b24ab0fb200b3bf6305d68108bc7%2FScreenshot_2022-11-21_at_1.04.13_PM.png"" alt=""Screenshot_2022-11-21_at_1.04.13_PM.pngNaN"" /></p>
<p>can someone explain how v is an ancestor of w and w is an ancestor of v, as stated in this diagram?</p>
","ANSWER: <p>nevermind!</p>
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7g61klqsf64vp%2F7e094b5f54b5f14bdacccb1f50f1e337a447ad195c4dbdc08194b16953cff520%2Fimage.png"" alt=""image.png"" /></p>
<p>Why are these solutions true?</p>
","ANSWER: <p>For c, $$Pr[B] = \frac{|B|}{|\Omega|} = \frac{|\Omega|}{|\Omega|} = 1$$. To deem if $$A$$ and $$B$$ are independent, we need to check if $$Pr[A] \cdot Pr[B] = Pr[A \cap B]$$.</p>
<p></p>
<p>We have $$Pr[A] = \frac{|A|}{|\Omega} = \frac{3}{5}$$. And we have that $$A \cap B = \{a, b, c\}$$ so $$Pr[A \cap B] = \frac{|A \cap B|}{|\Omega|} = \frac{3}{5}$$. </p>
<p></p>
<p>So since $$Pr[A] \cdot Pr[B] = \frac35 \cdot 1 = \frac35 = Pr[A \cap B]$$, we have that $$A$$ and $$B$$ are independent.</p>
<p></p>
<p>For part d, &#34;pairwise independence&#34; means for any <strong>two </strong>events, they must be independent. You can verify independence in the same way as we did above. &#34;mutual independence&#34; means that for any <strong>subset</strong> of the events, the probability of their intersection must equal the product of the individual probabilities.</p>
<p></p>
<p>You can see that $$Pr[A] = Pr[B] = Pr[C] = \frac12$$. And we have that $$A \cap B \cap C = \{b\}$$, Thus, since $$Pr[A \cap B \cap C] \neq Pr[A] \cdot Pr[B] \cdot Pr[C]$$, we can conclude that A, B, and C are not mutually independent.</p>
"
"QUESTION: <p>are there any acceptable abbreviations for &#34;connected component&#34;?</p>
<p></p>
<p>such as &#34;component&#34; or &#34;c.c.&#34;</p>
","ANSWER: <p>cc works just fine!</p>
"
"QUESTION: <p>What is the formal definition of the handshaking lemma for graphs we can use for the exam? I can&#39;t find it in the lecture notes</p>
","ANSWER: <p>For any undirected graph $$G(V, E)$$, the handshaking lemma tells us that $$\sum_{v \in V} deg(v) = 2|E|$$</p>
"
"QUESTION: <p>I&#39;m a bit confused on the specification of n-2 &#34;distinct equivalence classes&#34; in the definition of R in Q1. Does this mean there are n-2 equivalence classes that do not have the same elements as any of the other equivalence classes, that 2 of the n cereal mascots do not have equivalence classes (empty sets?) or something else?</p>
","ANSWER: <p>There are $$n-2$$ equivalence classes that do not have the same elements as any other equivalence classes.</p>
"
"QUESTION: <p>Sorry, I misunderstood the question. </p>
","ANSWER: <p>resolved</p>
"
"QUESTION: <p>How do we know that an m-augmenting path is of odd length? </p>
","ANSWER: <p>An m-augmenting path must be of odd length. This is because an m-augmenting path <strong>is</strong> an m-alternating path. So if you consider an m-augmenting path that traverses the vertices in the following order: $$v_0, v_1, v_2, ..., v_{2k+1}$$, we have by definition that $$v_0$$ and $$v_{2k+1}$$ are unsaturated, which means that $$\{v_0, v_1\}$$ is not in the matching, but $$\{v_1, v_2\}$$ must be. And $$\{v_2, v_3\}$$ is not in the matching, but $$\{v_3, v_4\}$$ is. Note that in order for the endpoint of the path to be unsaturated, we need $$\{v_i, v_{i+1}\}$$ to not be in the matching (where $$v_{i+1}$$ is the endpoint), which means that (by our pattern), $$i+1$$ is odd. So that&#39;s why our vertices ended with $$v_{2k+1}$$, suggesting that our path is of odd length. </p>
"
"QUESTION: <p>Hello,</p>
<p></p>
<p>If we have a relation $$S$$ on $$A$$ such that $$a, b \in A$$ and $$(a, b) \in S$$, can we use the notation $$aSb$$, analogous to $$aRb$$ on a relation called $$R$$? Basically, is the capital letter in an $$aRb$$ notation representative of the relation name or the word &#34;relation&#34; itself?</p>
<p></p>
<p>Thank you!</p>
<p></p>
<p></p>
<p></p>
","ANSWER: <p>yep that&#39;s fine</p>
"
"QUESTION: <p>Hello,</p>
<p></p>
<p>Would a counterexample suffice for 4c? My logic is that $$R \cup S$$ is the union of two equivalence relations on &#34;a set $$A$$,&#34; which I take to mean we must prove the claim for <em>any</em> set $$A$$. If we believe this claim to be false, I think a counterexample should suffice, because then the claim would not be true $$\forall A$$. Would you be able to confirm this for me? Thank you!</p>
<p></p>
<p></p>
<p></p>
","ANSWER: <p>Yes, a counterexample would suffice.</p>
"
"QUESTION: <p>In the problem statement, we are given that &#34;for any given variety of cereal, the number of different types of milk that it tastes good with is always greater than or equal to the number of varieties of cereal that any one type of milk tastes good with&#34;.</p>
<p></p>
<p>Parsing the question, it seems to me that this means that every cereal goes well with at least $$x$$ types of milk. I&#39;m confused about what the problem says that $$x$$ is.</p>
<p></p>
<p>Is it the maximum number of varieties of cereal that go well with any type of milk? Or is it the maximum number of varieties of cereal that go well with the types of milk that go well with our given variety of cereal? Something else?</p>
","ANSWER: <p>If a cereal goes well with $$x$$ types of milk, then for <strong>every </strong>milk, it must go well with <strong>no more than </strong>$$x$$ types of cereal. So in a sense, $$x$$ is the &#34;minimum&#34; number of milks a cereal can go well with. But at the same time, we do not know the exact value of $$x$$.</p>
"
"QUESTION: <p>A Hamiltonian cycle in a graph $$G$$ is a cycle in which each vertex of $$G$$ appears exactly once. A graph is Hamiltonian if it contains a Hamiltonian cycle.</p>
<p></p>
<p>Does the fact that it is a cycle not mean that one vertex will be present twice at the beginning and ending?</p>
","ANSWER: <p>Yeah, a hamiltonian cycle <strong>is </strong>a cycle, so it will start and end at the same vertex</p>
"
"QUESTION: <p>Is the empty set an equivalence relation?</p>
","ANSWER: <p>A relation defined on the empty set is an equivalence relation.</p>
<p></p>
<p>However, the empty set itself is also considered a relation, and it is an equivalence relation iff it is reflexive, symmetric, and transitive.</p>
"
